name,gender,age,class,embarked,country,ticketno,fare,survived,pclass,crew
"Pettersson, Miss. Elin Natalia",female,18,3rd,S,Sweden,347087,7.1506,0,3,
"Pettersson, Mr. Johan Emil",male,25,3rd,S,Sweden,347076,7.1506,0,3,
"Peuchen, Major. Arthur Godfrey",male,52,1st,S,Canada,113786,30.1,1,1,
"Phillips, Miss. Alice Frances Louisa",female,21,2nd,S,England,2,21,1,2,
"Phillips, Miss. Kate Florence",female,19,2nd,S,England,250655,26,1,2,
"Phillips, Mr. Escott Robert",male,43,2nd,S,England,2,21,0,2,
"Picard, Mr. Benoît",male,33,3rd,S,Poland,392078,8.01,1,3,
"Pinsky, Mrs. Rosa",female,32,2nd,S,Poland,234604,13,1,2,
"Plotcharsky, Mr. Vasil",male,27,3rd,S,,349227,7.1711,0,3,
"Pokrnic, Mr. Mate",male,17,3rd,S,Croatia,315095,8.1303,0,3,
"Pokrnic, Mr. Tome",male,24,3rd,S,Croatia,315092,8.1303,0,3,
"Ponesell, Mr. Martin",male,24,2nd,S,England,250647,13,0,2,
"Portaluppi, Mr. Emilio Ilario Giuseppe",male,30,2nd,C,United States,34644,12.1409,1,2,
"Porter, Mr. Walter Chamberlain",male,46,1st,S,United States,110465,52,0,1,
"Potter, Mrs. Lily Alexenia",female,56,1st,C,United States,11767,83.0302,1,1,
"Pulbaum, Mr. Franz",male,27,2nd,C,United States,2168,15,0,2,
"Pulner, Mr. Uscher",male,16,3rd,C,,3411,8.1403,0,3,
"Quick, Miss. Phyllis May",female,2,2nd,S,,26360,26,1,2,
"Quick, Miss. Winifred Vera",female,8,2nd,S,,26360,26,1,2,
"Quick, Mrs. Jane",female,33,2nd,S,,26360,26,1,2,
"Radeff, Mr. Alexander",male,27,3rd,S,,349223,7.1711,0,3,
"Rafūl-Būlus, Mr. Bākhūs",male,21,3rd,C,Lebanon,2679,7.0406,0,3,
"Rasmussen, Mrs. Lena Jakobsen",female,63,3rd,S,Norway,65305,8.0203,0,3,
"Razi, Mr. Raihed",male,30,3rd,C,Lebanon,2629,7.0407,0,3,
"Reed, Mr. James George",male,18,3rd,S,Wales,362316,7.05,0,3,
"Reeves, Mr. David",male,36,2nd,S,England,17248,10.1,0,2,
"Rekic, Mr. Tido",male,38,3rd,S,Bosnia,349249,7.1711,0,3,
"Renouf, Mr. Peter Henry",male,33,2nd,S,Channel Islands,31027,21,0,2,
"Renouf, Mrs. Lillian",female,30,2nd,S,Channel Islands,31027,21,1,2,
"Reuchlin, Mr. Jonkheer Johan George",male,37,1st,C,Netherlands,19972,,0,1,
"Reynalds, Sra. Encarnación",female,29,2nd,S,Spain,230434,13,1,2,
"Reynolds, Mr. Harold",male,21,3rd,S,England,342684,8.01,0,3,
"Rheims, Mr. George Alexander Lucien",male,33,1st,C,United States,17607,39.12,1,1,
"Rice, Master. Albert",male,10,3rd,Q,Ireland,382652,29.0206,0,3,
"Rice, Master. Arthur",male,4,3rd,Q,Ireland,382652,29.0206,0,3,
"Rice, Master. Eric",male,7,3rd,Q,Ireland,382652,29.0206,0,3,
"Rice, Master. Eugene Francis",male,2,3rd,Q,Ireland,382652,29.0206,0,3,
"Rice, Master. George Hugh",male,8,3rd,Q,Ireland,382652,29.0206,0,3,
"Rice, Mrs. Margaret",female,39,3rd,Q,Ireland,382652,29.0206,0,3,
"Richard, Mr. Emile Phillippe",male,23,2nd,C,,2133,15,0,2,
"Richards, Master. Sibley George",male,0.75,2nd,S,England,29106,18.15,1,2,
"Richards, Master. William Rowe",male,3,2nd,S,England,29106,18.15,1,2,
"Richards, Mrs. Emily",female,24,2nd,S,England,29106,18.15,1,2,
"Ridsdale, Miss. Lucy",female,58,2nd,S,England,14258,10.1,1,2,
"Righini, Mr. Sante",male,22,1st,C,,17760,135.1208,0,1,
"Riihivuori, Miss. Susanna Juhantytär",female,22,3rd,S,Finland,3101295,39.1309,0,3,
"Rintamäki, Mr. Matti",male,35,3rd,S,Finland,3101273,7.0206,0,3,
"Riordan, Miss. Hannah",female,22,3rd,Q,Ireland,334915,7.1405,1,3,
"Risien, Mr. Samuel Beard",male,69,3rd,S,England,364498,14.1,0,3,
"Risien, Mrs. Emma Jane",female,64,3rd,S,England,364498,14.1,0,3,
"Robert, Mrs. Elisabeth Walton",female,43,1st,S,United States,24160,211.0609,1,1,
"Robins, Mr. Alexander A.",male,50,3rd,S,England,3337,14.1,0,3,
"Robins, Mrs. Charity",female,48,3rd,S,England,3337,14.1,0,3,
"Robins, Mr. Victor",male,45,1st,C,England,17757,247.1006,0,1,
"Roebling, Mr. Washington Augustus II",male,31,1st,S,United States,17590,50.0911,0,1,
"Rogers, Mr. Reginald Harry",male,18,2nd,S,England,28004,10.1,0,2,
"Rogers, Mr. William John",male,30,3rd,S,Wales,23567,8.01,0,3,
"Romaine, Mr. Charles Hallace",male,45,1st,S,United States,111428,26.11,1,1,
"Rommetvedt, Mr. Knud Paust",male,49,3rd,S,Norway,312993,7.1506,0,3,
"Rood, Mr. Hugh Roscoe",male,39,1st,S,United States,113767,50,0,1,
"Rosblom, Miss. Salli Helena",female,2,3rd,S,Finland,370129,20.0403,0,3,
"Rosblom, Mrs. Helena Wilhelmina",female,41,3rd,S,Finland,370129,20.0403,0,3,
"Rosblom, Mr. Viktor Richard",male,18,3rd,S,Finland,370129,20.0403,0,3,
"Rosenbaum, Miss. Edith Louise",female,33,1st,C,France,17613,27.1405,1,1,
"Rosenshine, Mr. George",male,46,1st,C,United States,17585,79,0,1,
"Ross, Mr. John Hugo",male,36,1st,S,Canada,13049,40.0206,0,1,
"Rothes, Lucy Noël Martha, Countess of",female,33,1st,S,England,110152,86.1,1,1,
"Roth, Miss. Sarah",female,26,3rd,S,Austria,342712,8.01,1,3,
"Rothschild, Mr. Martin",male,46,1st,C,United States,17603,59.08,0,1,
"Rothschild, Mrs. Elizabeth Jane Anne",female,54,1st,C,United States,17603,59.08,1,1,
"Rouse, Mr. Richard Henry",male,55,3rd,S,England,3594,8.01,0,3,
"Rowe, Mr. Alfred G.",male,59,1st,S,Peru,113790,26.11,0,1,
"Rugg, Miss. Emily",female,22,2nd,S,Channel Islands,31026,10.1,1,2,
"Rush, Mr. Alfred George John",male,17,3rd,S,England,20589,8.01,0,3,
"Ryan, Mr. Edward",male,24,3rd,Q,Ireland,383162,7.15,1,3,
"Ryan, Mr. Patrick",male,30,3rd,Q,Ireland,371110,24.03,0,3,
"Ryerson, Master. John Borie",male,13,1st,C,United States,17608,262.0706,1,1,
"Ryerson, Miss. Emily Borie",female,18,1st,C,United States,17608,262.0706,1,1,
"Ryerson, Miss. Susan Parker Suzette",female,21,1st,C,United States,17608,262.0706,1,1,
"Ryerson, Mr. Arthur Larned",male,61,1st,C,United States,17608,262.0706,0,1,
"Ryerson, Mrs. Emily Maria",female,48,1st,C,United States,17608,262.0706,1,1,
"Saad, Mr. Amin",male,30,3rd,C,Lebanon,2671,7.0407,0,3,
"Saad, Mr. Khalil",male,27,3rd,C,Lebanon,2672,7.0406,0,3,
"Saalfeld, Mr. Adolphe",male,47,1st,S,England,19988,30.1,1,1,
"Sadlier, Mr. Matthew",male,19,3rd,Q,Ireland,367655,7.1407,0,3,
"Sadowitz, Mr. Henry",male,17,3rd,S,England,1855,7.111,0,3,
"Sæther, Mr. Simon Sivertsen",male,43,3rd,S,Norway,3101262,7.05,0,3,
"Sage, Master. Anthony William",male,13,3rd,S,England,2343,69.11,0,3,
"Sage, Master. Thomas Henry",male,5,3rd,S,England,2343,69.11,0,3,
"Sage, Miss. Constance Gladys",female,8,3rd,S,England,2343,69.11,0,3,
"Sage, Miss. Dorothy",female,14,3rd,S,England,2343,69.11,0,3,
"Sage, Miss. Elizabeth Ada",female,10,3rd,S,England,2343,69.11,0,3,
"Sage, Miss. Stella Anne",female,21,3rd,S,England,2343,69.11,0,3,
"Sage, Mr. Douglas Bullen",male,18,3rd,S,England,2343,69.11,0,3,
"Sage, Mr. Frederick",male,17,3rd,S,England,2343,69.11,0,3,
"Sage, Mr. George John",male,20,3rd,S,England,2343,69.11,0,3,
"Sage, Mr. John George",male,45,3rd,S,England,2343,69.11,0,3,
"Sage, Mrs. Annie Elizabeth",female,45,3rd,S,England,2343,69.11,0,3,
"Sägesser, Mlle. Emma",female,24,1st,C,,17477,69.06,1,1,
"Salander, Mr. Karl Johan",male,24,3rd,S,Sweden,7266,9.0606,0,3,
"Salkjelsvik, Miss. Anna Kristine",female,21,3rd,S,Norway,343120,7.13,1,3,
"Salomon, Mr. Abraham Lincoln",male,43,1st,S,United States,111163,26,1,1,
"Salonen, Mr. Johan Werner",male,29,3rd,S,United States,3101296,7.1806,0,3,
"Samaan, Mr. Elias",male,17,3rd,C,Lebanon,2662,21.1307,0,3,
"Samaan, Mr. Hanna Elias",male,40,3rd,C,Lebanon,2662,21.1307,0,3,
"Samaan, Mr. Youssef",male,16,3rd,C,Lebanon,2662,21.1307,0,3,
"Sandström, Miss. Beatrice Irene",female,1,3rd,S,Sweden,9549,16.14,1,3,
"Sandström, Miss. Marguerite Rut",female,4,3rd,S,Sweden,9549,16.14,1,3,
"Sandström, Mrs. Agnes Charlotta",female,24,3rd,S,Sweden,9549,16.14,1,3,
"Sap, Mr. Julius",male,21,3rd,S,Belgium,345768,9.1,1,3,
"Saundercock, Mr. William Henry",male,19,3rd,S,England,2151,8.01,0,3,
"Sawyer, Mr. Frederick Charles",male,24,3rd,S,England,342826,8.01,0,3,
"Scanlan, Mr. James",male,22,3rd,Q,Ireland,36209,7.1406,0,3,
"Schabert, Mrs. Emma",female,35,1st,C,Germany,13236,57.15,1,1,
"Scheerlinck, Mr. Jean",male,29,3rd,S,Belgium,345779,9.1,1,3,
"Schmidt, Mr. Augustus",male,22,2nd,S,England,248659,13,0,2,
"Sdycoff, Mr. Todor",male,42,3rd,S,,349222,7.1711,0,3,
"Sedgwick, Mr. Charles Frederick Waddington",male,28,2nd,S,England,244361,13,0,2,
"Seman, Master. Betros",male,10,3rd,C,Lebanon,2622,4,0,3,
"Serreplan, Miss. Auguste",female,30,1st,S,,113798,31,1,1,
"Seward, Mr. Frederic Kimber",male,34,1st,S,United States,113794,26.11,1,1,
"Shannon, Mr. Andrew John",male,35,3rd,S,Ireland,370160,,0,3,
"Sharp, Mr. Percival",male,29,2nd,S,England,244358,26,0,2,
"Shaughnessy, Mr. Patrick",male,27,3rd,Q,Ireland,370374,7.15,0,3,
"Shedid, Mr. Daher",male,19,3rd,C,,2698,7.0406,0,3,
"Shellard, Mr. Frederick William Blainey",male,55,3rd,S,England,6212,15.02,0,3,
"Shelley, Mrs. Imanita Parrish",female,25,2nd,S,United States,230433,26,1,2,
"Shihāb, Mr. Al-Amīr Fāris",male,26,3rd,C,Lebanon,2631,7.0406,0,3,
"Shine, Miss. Ellen",female,20,3rd,Q,Ireland,330968,7.1607,1,3,
"Shorney, Mr. Charles Joseph",male,22,3rd,S,England,374910,8.01,0,3,
"Shutes, Miss. Elizabeth Weed",female,40,1st,S,United States,17582,153.0903,1,1,
"Silvén, Miss. Lyyli Karoliina",female,17,2nd,S,Finland,250652,13,1,2,
"Silverthorne, Mr. Spencer Victor",male,35,1st,S,United States,17475,26.0509,1,1,
"Silvey, Mrs. Alice Gray",female,39,1st,C,United States,13507,55.18,1,1,
"Silvey, Mr. William Baird",male,51,1st,C,United States,13507,55.18,0,1,
"Simmons, Mr. John",male,40,3rd,S,England,392082,8.01,0,3,
"Simonius-Blumer, Mr. Colonel (Oberst) Alfons",male,56,1st,S,Switzerland,13213,35.1,1,1,
"Sincock, Miss. Maude",female,20,2nd,S,England,33112,36.15,1,2,
"Sinkkonen, Miss. Anna",female,30,2nd,S,Finland,250648,13,1,2,
"Sirayanian, Mr. Orsen",male,22,3rd,C,Turkey,2669,7.0407,0,3,
"Sirota, Mr. Morris",male,20,3rd,S,England,392092,8.01,0,3,
"Sivic, Mr. Husein",male,40,3rd,S,Bosnia,349251,7.1711,0,3,
"Sivola, Mr. Antti Wilhelm",male,21,3rd,S,United States,3101280,7.1806,0,3,
"Sjöblom, Miss. Anna Sofia",female,18,3rd,S,Finland,3101265,6.0911,1,3,
"Sjöstedt, Mr. Ernst Adolf",male,59,2nd,S,Sweden,237442,13.1,0,2,
"Skoog, Master. Harald",male,5,3rd,S,United States,347088,27.18,0,3,
"Skoog, Master. Karl Thorsten",male,11,3rd,S,United States,347088,27.18,0,3,
"Skoog, Miss. Mabel",female,9,3rd,S,United States,347088,27.18,0,3,
"Skoog, Miss. Margit Elizabeth",female,2,3rd,S,United States,347088,27.18,0,3,
"Skoog, Mrs. Anna Bernhardina",female,43,3rd,S,Sweden,347088,27.18,0,3,
"Skoog, Mr. Wilhelm Johansson",male,40,3rd,S,Sweden,347088,27.18,0,3,
"Slabenoff, Mr. Petco",male,42,3rd,S,,349214,7.1711,0,3,
"Slayter, Miss. Hilda Mary",female,30,2nd,Q,Canada,234818,12.07,1,2,
"Slemen, Mr. Richard James",male,35,2nd,S,England,28206,10.1,0,2,
"Slocovski, Mr. Selman Francis",male,20,3rd,S,England,392086,8.01,0,3,
"Sloper, Mr. William Thompson",male,28,1st,S,United States,113788,35.1,1,1,
"Smart, Mr. John Montgomery",male,56,1st,S,England,113792,26.11,0,1,
"Smiljanic, Mr. Mile",male,37,3rd,S,Croatia,315037,8.1303,0,3,
"Smith, Miss. Marion Elsie",female,49,2nd,S,England,31418,13,1,2,
"Smith, Mr. James Clinch",male,56,1st,C,France,17764,30.1311,0,1,
"Smith, Mr. Lucian Philip",male,24,1st,C,United States,13695,60,0,1,
"Smith, Mr. Richard William",male,57,1st,S,England,113056,26,0,1,
"Smith, Mrs. Mary Eloise",female,18,1st,C,United States,13695,60,1,1,
"Smyth, Miss. Julia",female,18,3rd,Q,Ireland,335432,7.1408,1,3,
"Smyth, Mr. Thomas",male,27,3rd,Q,Ireland,384461,7.15,0,3,
"Snyder, Mr. John Pillsbury",male,24,1st,S,United States,21228,82.0504,1,1,
"Snyder, Mrs. Nelle",female,23,1st,S,United States,21228,82.0504,1,1,
"Sobey, Mr. Samuel James Hayden",male,25,2nd,S,England,29178,13,0,2,
"Søholt, Mr. Peter Andreas Lauritz Andersen",male,19,3rd,S,Norway,348124,7.13,0,3,
"Somerton, Mr. Francis William",male,31,3rd,S,England,18509,8.01,0,3,
"Spector, Mr. Woolf",male,23,3rd,S,England,3236,8.01,0,3,
"Spedden, Master. Robert Douglas",male,6,1st,C,United States,16966,134.1,1,1,
"Spedden, Mr. Frederic Oakley",male,45,1st,C,United States,16966,134.1,1,1,
"Spedden, Mrs. Margaretta Corning",female,39,1st,C,United States,16966,134.1,1,1,
"Spencer, Mrs. Marie Eugenie",female,48,1st,C,United States,17569,146.1005,1,1,
"Spencer, Mr. William Augustus",male,57,1st,C,United States,17569,146.1005,0,1,
"Spinner, Mr. Henry John",male,31,3rd,S,England,369943,8.01,0,3,
"Stähelin-Maeglin, Dr. Max",male,32,1st,S,Switzerland,13214,30.1,1,1,
"Staneff, Mr. Ivan",male,23,3rd,S,Bulgaria,349208,7.1711,0,3,
"Stankovic, Mr. Ivan",male,33,3rd,C,Croatia,349239,8.1309,0,3,
"Stanley, Miss. Amy Zillah Elsie",female,24,3rd,S,England,2314,7.11,1,3,
"Stanley, Mr. Rowland Edwin",male,22,3rd,S,England,45380,8.01,0,3,
"Stanton, Mr. Samuel Ward",male,42,2nd,C,United States,237734,15,0,2,
"Stead, Mr. William Thomas",male,62,1st,S,England,113514,26.11,0,1,
"Stengel, Mr. Charles Emil Henry",male,54,1st,C,United States,11778,55.081,1,1,
"Stengel, Mrs. Annie May",female,43,1st,C,Ireland,11778,55.081,1,1,
"Stephenson, Mrs. Martha",female,52,1st,C,United States,36947,78.0504,1,1,
"Stewart, Mr. Albert Ankeny",male,64,1st,C,United States,17605,27.1405,0,1,
"Stokes, Mr. Philip Joseph",male,24,2nd,S,England,13540,10.1,0,2,
"Stone, Mrs. Martha Evelyn",female,61,1st,S,United States,113572,80,1,1,
"Storey, Mr. Thomas",male,59,3rd,S,England,370160,,0,3,
"Stoytcheff, Mr. Ilia",male,19,3rd,S,Bulgaria,349205,7.1711,0,3,
"Strandberg, Miss. Ida Sofia",female,22,3rd,S,Finland,7553,9.1609,0,3,
"Strandén, Mr. Juho Niilosson",male,30,3rd,S,Finland,3101288,7.1806,1,3,
"Straus, Mr. Isidor",male,67,1st,S,United States,17483,221.1507,0,1,
"Straus, Mrs. Rosalie Ida",female,63,1st,S,Germany,17483,221.1507,0,1,
"Strilic, Mr. Ivan",male,27,3rd,S,Croatia,315083,8.1303,0,3,
"Ström, Miss. Telma Matilda",female,2,3rd,S,United States,347054,10.0903,0,3,
"Ström, Mrs. Elna Matilda",female,29,3rd,S,Sweden,347054,10.0903,0,3,
"Sunderland, Mr. Victor Francis",male,20,3rd,S,England,392089,8.01,1,3,
"Sundman, Mr. Johan Julian",male,44,3rd,S,Finland,3101269,7.1806,1,3,
"Sutehall, Mr. Henry Jr",male,25,3rd,S,England,392076,7.01,0,3,
"Sutton, Mr. Frederick",male,61,1st,S,England,36963,32.0605,0,1,
"Svensson, Mr. Johan",male,74,3rd,S,Sweden,347060,7.1506,0,3,
"Svensson, Mr. Johan Cervin",male,14,3rd,S,Sweden,7538,9.0406,1,3,
"Svensson, Mr. Olof",male,24,3rd,S,Sweden,350035,7.1511,0,3,
"Swane, Mr. George",male,19,2nd,S,England,248734,13,0,2,
"Sweet, Mr. George Frederick",male,14,2nd,S,England,220845,65,0,2,
"Swift, Mrs. Margaret Welles",female,46,1st,S,United States,17466,25.1807,1,1,
"Tannūs, Master. As'ad",male,0.416666667,3rd,C,Lebanon,2625,8.1004,1,3,
"Tannūs, Mr. Bashīr",male,30,3rd,C,Lebanon,2621,6.0809,0,3,
"Tannūs, Mrs. Thamīn",female,16,3rd,C,Lebanon,2625,8.1004,1,3,
"Taussig, Miss. Ruth",female,18,1st,S,United States,110413,79.13,1,1,
"Taussig, Mr. Emil",male,52,1st,S,United States,110413,79.13,0,1,
"Taussig, Mrs. Tillie",female,39,1st,S,United States,110413,79.13,1,1,
"Taylor, Mr. Elmer Zebley",male,48,1st,S,United States,19996,52,1,1,
"Taylor, Mr. Percy Cornelius",male,40,2nd,S,England,250654,,0,2,
"Taylor, Mrs. Juliet Cummins",female,49,1st,S,United States,19996,52,1,1,
"Tenglin, Mr. Gunnar Isidor",male,25,3rd,S,Sweden,350033,7.1511,1,3,
"Thayer, Mr. John Borland",male,49,1st,C,United States,17421,110.1708,0,1,
"Thayer, Mr. John Borland jr",male,17,1st,C,United States,17421,110.1708,1,1,
"Thayer, Mrs. Marian Longstreth",female,39,1st,C,United States,17421,110.1708,1,1,
"Theobald, Mr. Thomas Leonard",male,34,3rd,S,England,363294,8.01,0,3,
"Thomas/Tannous, Mr. John",male,34,3rd,C,,2681,6.0809,0,3,
"Thomas/Tannous, Mr. Tannous",male,16,3rd,C,,2684,7.0406,0,3,
"Thompson, Mr. Alexander Mellis",male,37,3rd,S,Scotland,32302,8.01,0,3,
"Thorne, Miss. Gertrude Maybelle",female,38,1st,C,United States,17585,80,1,1,
"Thorneycroft, Mr. Percival",male,37,3rd,S,England,376564,16.02,0,3,
"Thorneycroft, Mrs. Florence Kate",female,33,3rd,S,England,376564,16.02,1,3,
"Tikkanen, Mr. Juho",male,32,3rd,S,Finland,3101293,7.1806,0,3,
"Tobin, Mr. Roger",male,20,3rd,Q,Ireland,383121,7.15,0,3,
"Todoroff, Mr. Lalio",male,23,3rd,S,Bulgaria,349216,7.1711,0,3,
"Tomlin, Mr. Ernest Portage",male,22,3rd,S,England,364499,8.01,0,3,
"Toomey, Miss. Ellen Mary",female,48,2nd,S,Ireland,13531,10.1,1,2,
"Törber, Mr. Ernst Wilhelm",male,41,3rd,S,England,364511,8.01,0,3,
"Torfa, Mr. Assad",male,20,3rd,C,Lebanon,2673,7.0407,0,3,
"Törnquist, Mr. William Henry",male,26,3rd,S,Sweden,,,1,3,
"Totevski, Mr. Hristo Danchev",male,25,3rd,S,Bulgaria,349203,7.1711,0,3,
"Troupiansky, Mr. Moses Aaron",male,23,2nd,S,England,233639,13,0,2,
"Trout, Mrs. Jessie Laird",female,27,2nd,S,Scotland,240929,12.13,1,2,
"Troutt, Miss. Edwina Celia",female,27,2nd,S,England,34218,10.1,1,2,
"Tucker, Mr. Gilbert Milligan jr",male,31,1st,C,United States,2543,28.1009,1,1,
"Tu'mah, Master. Jirjis Yūsuf",male,8,3rd,C,Lebanon,2650,15.0411,1,3,
"Tu'mah, Miss. Mariyam",female,9,3rd,C,Lebanon,2650,15.0411,1,3,
"Tu'mah, Mrs. Hinnah",female,27,3rd,C,Lebanon,2650,15.0411,1,3,
"Turcin, Mr. Stjepan",male,36,3rd,S,Croatia,349247,7.1711,0,3,
"Turja, Miss. Anna Sofia",female,18,3rd,S,Finland,4138,9.161,1,3,
"Turkula, Mrs. Hedwig",female,63,3rd,S,Finland,4134,9.1109,1,3,
"Turpin, Mrs. Dorothy Ann",female,26,2nd,S,England,11668,21,0,2,
"Turpin, Mr. William John",male,29,2nd,S,England,11668,21,0,2,
"Uruchurtu, Don. Manuel Ramirez",male,39,1st,C,Mexico,17601,27.1405,0,1,
"van Billiard, Master. James William",male,10,3rd,S,England,851,14.1,0,3,
"van Billiard, Master. Walter John",male,9,3rd,S,England,851,14.1,0,3,
"van Billiard, Mr. Austin Blyler",male,35,3rd,S,England,851,14.1,0,3,
"Van den Steen, Mr. Leo Peter",male,28,3rd,S,Belgium,345783,9.1,0,3,
"Vandercruyssen, Mr. Victor",male,46,3rd,S,Belgium,345765,9,0,3,
"Van der hoef, Mr. Wyckoff",male,61,1st,S,United States,111240,33.1,0,1,
"Vanderplancke, Miss. Augusta Maria",female,18,3rd,S,Belgium,345764,18,0,3,
"Vanderplancke, Mr. Julius",male,31,3rd,S,Belgium,345763,18,0,3,
"Vanderplancke, Mr. Leo Edmondus",male,15,3rd,S,Belgium,345763,18,0,3,
"Vanderplancke, Mrs. Emelie Maria",female,31,3rd,S,Belgium,345763,18,0,3,
"Van de Velde, Mr. Johannes Josef",male,35,3rd,S,Belgium,345780,9.1,0,3,
"Vandewalle, Mr. Nestor Cyriel",male,28,3rd,S,Belgium,345770,9.1,0,3,
"Van Impe, Miss. Catharina",female,10,3rd,S,Belgium,345773,24.03,0,3,
"Van Impe, Mr. Jean Baptiste",male,36,3rd,S,Belgium,345773,24.03,0,3,
"Van Impe, Mrs. Rosalie Paula",female,30,3rd,S,Belgium,345773,24.03,0,3,
"van Melckebeke, Mr. Philemon",male,23,3rd,S,Belgium,345777,9.1,0,3,
"Vartanian, Mr. David",male,22,3rd,C,Turkey,2658,7.0406,1,3,
"Veal, Mr. James",male,40,2nd,S,United States,28221,13,0,2,
"Vendel, Mr. Olof Edvin",male,20,3rd,S,Sweden,350416,7.1701,0,3,
"Veström, Miss. Hulda Amanda Adolfina",female,14,3rd,S,Sweden,350406,7.1701,0,3,
"Vovk, Mr. Janko",male,21,3rd,S,Slovenia,349252,7.1711,0,3,
"Waelens, Mr. Achille",male,22,3rd,S,Belgium,345767,9,0,3,
"Walker, Mr. William Anderson",male,48,1st,S,United States,36967,34,0,1,
"Wallcroft, Miss. Ellen 'Nellie'",female,36,2nd,S,England,13528,21,1,2,
"Ward, Miss. Annie Moore",female,37,1st,C,,17755,512.0607,1,1,
"Ware, Mr. Frederick",male,35,3rd,S,England,359309,8.01,0,3,
"Ware, Mr. John James",male,47,2nd,S,England,31352,21,0,2,
"Ware, Mrs. Florence Louise",female,32,2nd,S,England,31352,21,1,2,
"Ware, Mr. William Jeffery",male,23,2nd,S,England,28666,10.1,0,2,
"Warren, Mr. Charles William",male,31,3rd,S,England,49867,7.11,0,3,
"Warren, Mr. Frank Manley",male,63,1st,C,United States,110813,75.05,0,1,
"Warren, Mrs. Anna Sophia",female,60,1st,C,England,110813,75.05,1,1,
"Watson, Mr. Ennis Hastings",male,19,2nd,B,Northern Ireland,239856,,0,2,
"Watt, Miss. Robertha Josephine",female,12,2nd,S,Scotland,33595,15.15,1,2,
"Watt, Mrs. Elizabeth",female,40,2nd,S,Scotland,33595,15.15,1,2,
"Wazli, Mr. Yousif Ahmed",male,23,3rd,C,Lebanon,2647,7.0406,0,3,
"Webber, Miss. Susan",female,37,2nd,S,England,27267,13,1,2,
"Webber, Mr. James",male,66,3rd,S,England,3101316,8.01,0,3,
"Weir, Colonel. John",male,59,1st,S,United States,113800,26.11,0,1,
"Weisz, Mr. Léopold",male,37,2nd,S,Hungary,228414,26,0,2,
"Weisz, Mrs. Mathilde Françoise",female,37,2nd,S,England,228414,26,1,2,
"Wells, Master. Ralph Lester",male,2,2nd,S,England,29103,23,1,2,
"Wells, Miss. Joan",female,4,2nd,S,England,29103,23,1,2,
"Wells, Mrs. Addie Dart",female,29,2nd,S,England,29103,23,1,2,
"Wennerström, Mr. August",male,27,3rd,S,Sweden,350043,7.1511,1,3,
"West, Miss. Barbara Joyce",female,0.833333333,2nd,S,England,34651,27.15,1,2,
"West, Miss. Constance Mirium",female,4,2nd,S,England,34651,27.15,1,2,
"West, Mr. Edwy Arthur",male,36,2nd,S,England,34651,27.15,0,2,
"West, Mrs. Ada Mary",female,33,2nd,S,England,34651,27.15,1,2,
"Wheadon, Mr. Edward Henry",male,65,2nd,S,England,24579,10.1,0,2,
"Wheeler, Mr. Edwin Charles",male,26,2nd,S,England,2159,12.1706,0,2,
"Whilems, Mr. Charles",male,31,2nd,S,England,244270,13,1,2,
"White, Mr. Percival Wayland",male,54,1st,S,United States,35281,77.0509,0,1,
"White, Mr. Richard Frasar",male,21,1st,S,United States,35281,77.0509,0,1,
"White, Mrs. Ella",female,55,1st,C,,17760,135.1208,1,1,
"Wick, Col. George Dennick",male,57,1st,S,United States,36928,164.1704,0,1,
"Wick, Miss. Mary Natalie",female,31,1st,S,United States,36928,164.1704,1,1,
"Wick, Mrs. Mary Peebles",female,45,1st,S,United States,36928,164.1704,1,1,
"Widegren, Mr. Carl Peter",male,51,3rd,S,Sweden,347064,7.15,0,3,
"Widener, Mr. George Dunton",male,50,1st,S,United States,113503,211.1,0,1,
"Widener, Mr. Harry Elkins",male,27,1st,S,United States,113503,211.1,0,1,
"Widener, Mrs. Eleanor",female,50,1st,S,United States,113503,211.1,1,1,
"Wiklund, Mr. Jakob Alfred",male,18,3rd,S,Finland,3101267,6.0911,0,3,
"Wiklund, Mr. Karl Johan",male,21,3rd,S,Finland,3101266,6.0911,0,3,
"Wilkes, Mrs. Ellen",female,47,3rd,S,England,363272,7,1,3,
"Wilkinson, Mrs. Elizabeth Anne",female,30,2nd,S,England,2926,26,1,2,
"Willard, Miss. Constance",female,21,1st,S,United States,113795,26.11,1,1,
"Willer, Mr. Aaron",male,37,3rd,C,,3410,8.1403,0,3,
"Willey, Mr. Edward John",male,21,3rd,S,Wales,751,7.11,0,3,
"Williams, Mr. Charles Duane",male,51,1st,C,Switzerland,17597,61.0707,0,1,
"Williams, Mr. Charles Eugene",male,23,2nd,S,England,244373,13,1,2,
"Williams, Mr. Fletcher Fellowes Lambert",male,43,1st,S,United States,113510,35,0,1,
"Williams, Mr. Howard Hugh",male,28,3rd,S,England,2466,8.01,0,3,
"Williams, Mr. Leslie",male,28,3rd,S,Wales,54636,16.02,0,3,
"Williams, Mr. Richard Norris II",male,21,1st,C,Switzerland,17597,61.0707,1,1,
"Wilson, Miss. Helen Alice",female,31,1st,C,,16966,134.1,1,1,
"Windeløv, Mr. Einar",male,21,3rd,S,South Africa,3101317,7.05,0,3,
"Wirz, Mr. Albert",male,17,3rd,S,Switzerland,315154,8.1303,0,3,
"Wiseman, Mr. Philippe",male,54,3rd,S,England,34244,7.05,0,3,
